w,sp,ep_r,RX_Probe.Height,RX_Probe.Width,RO_Probe.Height,RO_Probe.Width,TX_Probe.Height,TX_Probe.Width
6.4286,11.0714,4.40001,0.5,8.2E-11,0.5,8.2E-11,0.313,9.65E-11
6.28574,11.0714,4.40001,0.496,8.2E-11,0.496,8.2E-11,0.314,9.6E-11
6.14288,11.0714,4.40001,0.496,8.2E-11,0.496,8.2E-11,0.317,9.6E-11
6.00002,11.0714,4.40001,0.492,8.1E-11,0.492,8.1E-11,0.318,9.6E-11
5.85716,11.0714,4.40001,0.489,8.15E-11,0.489,8.15E-11,0.32,9.6E-11
5.7143,11.0714,4.40001,0.485,8.1E-11,0.485,8.1E-11,0.317,9.6E-11
5.57144,11.0714,4.40001,0.483,8.1E-11,0.483,8.1E-11,0.317,9.6E-11
5.42858,11.0714,4.40001,0.479,8.1E-11,0.479,8.1E-11,0.313,9.6E-11
5.28572,11.0714,4.40001,0.476,8.15E-11,0.476,8.15E-11,0.311,9.6E-11
5.14286,11.0714,4.40001,0.472,8.1E-11,0.472,8.1E-11,0.304,9.6E-11
5,11.0714,4.40001,0.469,8.1E-11,0.469,8.1E-11,0.303,9.6E-11
7,10.71426,4.40001,0.512,8.3E-11,0.512,8.3E-11,0.315,9.65E-11
6.85718,10.71426,4.40001,0.509,8.3E-11,0.509,8.3E-11,0.317,9.65E-11
6.71432,10.71426,4.40001,0.505,8.3E-11,0.505,8.3E-11,0.317,9.65E-11
6.57146,10.71426,4.40001,0.504,8.2E-11,0.504,8.2E-11,0.323,9.65E-11
6.4286,10.71426,4.40001,0.501,8.2E-11,0.501,8.2E-11,0.326,9.65E-11
6.28574,10.71426,4.40001,0.499,8.15E-11,0.499,8.15E-11,0.328,9.65E-11
6.14288,10.71426,4.40001,0.495,8.15E-11,0.495,8.15E-11,0.329,9.65E-11
6.00002,10.71426,4.40001,0.492,8.2E-11,0.492,8.2E-11,0.331,9.6E-11
5.85716,10.71426,4.40001,0.489,8.1E-11,0.489,8.1E-11,0.329,9.6E-11
5.7143,10.71426,4.40001,0.488,8.1E-11,0.488,8.1E-11,0.327,9.6E-11
5.57144,10.71426,4.40001,0.484,8.2E-11,0.484,8.2E-11,0.326,9.6E-11
5.42858,10.71426,4.40001,0.48,8.2E-11,0.48,8.2E-11,0.321,9.6E-11
5.28572,10.71426,4.40001,0.478,8.2E-11,0.478,8.2E-11,0.315,9.6E-11
5.14286,10.71426,4.40001,0.474,8.15E-11,0.474,8.15E-11,0.313,9.6E-11
5,10.71426,4.40001,0.471,8.15E-11,0.471,8.15E-11,0.309,9.6E-11
7,10.35712,4.40001,0.511,8.2E-11,0.51,8.2E-11,0.33,9.65E-11
6.85718,10.35712,4.40001,0.509,8.25E-11,0.509,8.25E-11,0.334,9.65E-11
6.71432,10.35712,4.40001,0.508,8.25E-11,0.508,8.25E-11,0.338,9.65E-11
6.57146,10.35712,4.40001,0.505,8.2E-11,0.505,8.2E-11,0.338,9.65E-11
6.4286,10.35712,4.40001,0.503,8.2E-11,0.503,8.2E-11,0.342,9.65E-11
6.28574,10.35712,4.40001,0.5,8.2E-11,0.5,8.2E-11,0.341,9.65E-11
6.14288,10.35712,4.40001,0.497,8.2E-11,0.497,8.2E-11,0.345,9.65E-11
6.00002,10.35712,4.40001,0.495,8.2E-11,0.495,8.2E-11,0.342,9.65E-11
5.85716,10.35712,4.40001,0.492,8.2E-11,0.492,8.2E-11,0.339,9.65E-11
5.7143,10.35712,4.40001,0.488,8.2E-11,0.488,8.2E-11,0.333,9.65E-11
5.57144,10.35712,4.40001,0.485,8.2E-11,0.485,8.2E-11,0.329,9.65E-11
5.42858,10.35712,4.40001,0.482,8.2E-11,0.482,8.2E-11,0.328,9.65E-11
5.28572,10.35712,4.40001,0.479,8.15E-11,0.479,8.15E-11,0.323,9.65E-11
5.14286,10.35712,4.40001,0.477,8.2E-11,0.477,8.2E-11,0.319,9.65E-11
5,10.35712,4.40001,0.472,8.2E-11,0.472,8.2E-11,0.315,9.65E-11
7,9.99998,4.40001,0.513,8.25E-11,0.513,8.25E-11,0.349,9.65E-11
6.85718,9.99998,4.40001,0.511,8.3E-11,0.511,8.3E-11,0.349,9.65E-11
6.71432,9.99998,4.40001,0.509,8.3E-11,0.509,8.3E-11,0.352,9.65E-11
6.57146,9.99998,4.40001,0.507,8.25E-11,0.507,8.25E-11,0.354,9.65E-11
6.4286,9.99998,4.40001,0.504,8.2E-11,0.504,8.2E-11,0.355,9.65E-11
6.28574,9.99998,4.40001,0.502,8.2E-11,0.502,8.2E-11,0.355,9.65E-11
6.14288,9.99998,4.40001,0.499,8.2E-11,0.499,8.2E-11,0.353,9.65E-11
6.00002,9.99998,4.40001,0.496,8.2E-11,0.496,8.2E-11,0.347,9.65E-11
5.85716,9.99998,4.40001,0.493,8.3E-11,0.493,8.3E-11,0.344,9.65E-11
5.7143,9.99998,4.40001,0.489,8.25E-11,0.489,8.25E-11,0.342,9.65E-11
5.57144,9.99998,4.40001,0.487,8.2E-11,0.487,8.2E-11,0.337,9.65E-11
5.42858,9.99998,4.40001,0.484,8.2E-11,0.484,8.2E-11,0.332,9.65E-11
5.28572,9.99998,4.40001,0.481,8.2E-11,0.481,8.2E-11,0.33,9.65E-11
5.14286,9.99998,4.40001,0.478,8.25E-11,0.478,8.25E-11,0.327,9.65E-11
5,9.99998,4.40001,0.474,8.2E-11,0.474,8.2E-11,0.321,9.65E-11
7,9.64284,4.40001,0.515,8.3E-11,0.515,8.3E-11,0.364,9.65E-11
6.85718,9.64284,4.40001,0.512,8.3E-11,0.512,8.3E-11,0.365,9.65E-11
6.71432,9.64284,4.40001,0.51,8.3E-11,0.51,8.3E-11,0.366,9.65E-11
6.57146,9.64284,4.40001,0.507,8.25E-11,0.507,8.25E-11,0.368,9.65E-11
6.4286,9.64284,4.40001,0.505,8.3E-11,0.505,8.3E-11,0.366,9.65E-11
6.28574,9.64284,4.40001,0.503,8.2E-11,0.503,8.2E-11,0.363,9.65E-11
6.14288,9.64284,4.40001,0.5,8.2E-11,0.5,8.2E-11,0.359,9.65E-11
6.00002,9.64284,4.40001,0.497,8.2E-11,0.497,8.2E-11,0.354,9.65E-11
5.85716,9.64284,4.40001,0.494,8.2E-11,0.494,8.2E-11,0.353,9.65E-11
5.7143,9.64284,4.40001,0.491,8.2E-11,0.491,8.2E-11,0.346,9.65E-11
5.57144,9.64284,4.40001,0.49,8.3E-11,0.49,8.3E-11,0.341,9.65E-11
5.42858,9.64284,4.40001,0.486,8.3E-11,0.486,8.3E-11,0.338,9.65E-11
5.28572,9.64284,4.40001,0.483,8.3E-11,0.483,8.3E-11,0.335,9.65E-11
5.14286,9.64284,4.40001,0.48,8.2E-11,0.48,8.2E-11,0.331,9.65E-11
5,9.64284,4.40001,0.476,8.25E-11,0.476,8.25E-11,0.33,9.65E-11
7,9.2857,4.40001,0.515,8.3E-11,0.515,8.3E-11,0.38,9.65E-11
6.85718,9.2857,4.40001,0.513,8.3E-11,0.513,8.3E-11,0.38,9.65E-11
6.71432,9.2857,4.40001,0.511,8.3E-11,0.511,8.3E-11,0.377,9.65E-11
6.57146,9.2857,4.40001,0.509,8.3E-11,0.509,8.3E-11,0.376,9.65E-11
6.4286,9.2857,4.40001,0.507,8.3E-11,0.507,8.3E-11,0.372,9.65E-11
6.28574,9.2857,4.40001,0.504,8.3E-11,0.504,8.3E-11,0.367,9.65E-11
6.14288,9.2857,4.40001,0.501,8.3E-11,0.501,8.3E-11,0.368,9.65E-11
6.00002,9.2857,4.40001,0.498,8.3E-11,0.498,8.3E-11,0.363,9.65E-11
5.85716,9.2857,4.40001,0.495,8.3E-11,0.495,8.3E-11,0.358,9.65E-11
5.7143,9.2857,4.40001,0.494,8.3E-11,0.494,8.3E-11,0.353,9.65E-11
5.57144,9.2857,4.40001,0.491,8.3E-11,0.491,8.3E-11,0.35,9.65E-11
5.42858,9.2857,4.40001,0.487,8.25E-11,0.487,8.25E-11,0.346,9.65E-11
5.28572,9.2857,4.40001,0.484,8.3E-11,0.484,8.3E-11,0.343,9.65E-11
5.14286,9.2857,4.40001,0.481,8.3E-11,0.481,8.3E-11,0.339,9.65E-11
5,9.2857,4.40001,0.479,8.3E-11,0.479,8.3E-11,0.336,9.65E-11
7,8.92856,4.40001,0.517,8.4E-11,0.517,8.4E-11,0.393,9.65E-11
6.85718,8.92856,4.40001,0.514,8.4E-11,0.514,8.4E-11,0.392,9.65E-11
6.71432,8.92856,4.40001,0.513,8.4E-11,0.513,8.4E-11,0.388,9.65E-11
6.57146,8.92856,4.40001,0.51,8.4E-11,0.51,8.4E-11,0.381,9.65E-11
6.4286,8.92856,4.40001,0.507,8.35E-11,0.507,8.35E-11,0.379,9.65E-11
6.28574,8.92856,4.40001,0.504,8.3E-11,0.504,8.3E-11,0.375,9.65E-11
6.14288,8.92856,4.40001,0.502,8.4E-11,0.502,8.4E-11,0.372,9.65E-11
6.00002,8.92856,4.40001,0.5,8.4E-11,0.5,8.4E-11,0.366,9.65E-11
5.85716,8.92856,4.40001,0.499,8.3E-11,0.499,8.3E-11,0.362,9.65E-11
5.7143,8.92856,4.40001,0.495,8.3E-11,0.495,8.3E-11,0.358,9.65E-11
5.57144,8.92856,4.40001,0.492,8.3E-11,0.492,8.3E-11,0.356,9.65E-11
5.42858,8.92856,4.40001,0.488,8.3E-11,0.488,8.3E-11,0.35,9.65E-11
5.28572,8.92856,4.40001,0.487,8.35E-11,0.487,8.35E-11,0.351,9.65E-11
5.14286,8.92856,4.40001,0.483,8.35E-11,0.483,8.35E-11,0.345,9.65E-11
5,8.92856,4.40001,0.479,8.3E-11,0.479,8.3E-11,0.34,9.65E-11
7,8.57142,4.40001,0.519,8.4E-11,0.519,8.4E-11,0.401,9.65E-11
6.85718,8.57142,4.40001,0.517,8.3E-11,0.517,8.3E-11,0.398,9.65E-11
6.71432,8.57142,4.40001,0.514,8.35E-11,0.514,8.35E-11,0.394,9.65E-11
6.57146,8.57142,4.40001,0.509,8.3E-11,0.509,8.3E-11,0.39,9.65E-11
6.4286,8.57142,4.40001,0.508,8.3E-11,0.508,8.3E-11,0.385,9.65E-11
6.28574,8.57142,4.40001,0.505,8.35E-11,0.505,8.35E-11,0.38,9.65E-11
6.14288,8.57142,4.40001,0.505,8.35E-11,0.505,8.35E-11,0.377,9.65E-11
6.00002,8.57142,4.40001,0.502,8.35E-11,0.502,8.35E-11,0.372,9.65E-11
5.85716,8.57142,4.40001,0.498,8.4E-11,0.498,8.4E-11,0.371,9.65E-11
5.7143,8.57142,4.40001,0.495,8.4E-11,0.495,8.4E-11,0.366,9.65E-11
5.57144,8.57142,4.40001,0.493,8.4E-11,0.493,8.4E-11,0.363,9.65E-11
5.42858,8.57142,4.40001,0.491,8.35E-11,0.491,8.35E-11,0.359,9.65E-11
5.28572,8.57142,4.40001,0.486,8.3E-11,0.486,8.3E-11,0.355,9.65E-11
5.14286,8.57142,4.40001,0.483,8.4E-11,0.483,8.4E-11,0.35,9.65E-11
5,8.57142,4.40001,0.558,8.2E-11,0.558,8.2E-11,0.257,9.65E-11
7,8.21428,4.40001,0.519,8.35E-11,0.519,8.35E-11,0.411,9.65E-11
6.85718,8.21428,4.40001,0.517,8.4E-11,0.517,8.4E-11,0.404,9.65E-11
6.71432,8.21428,4.40001,0.514,8.4E-11,0.514,8.4E-11,0.401,9.65E-11
6.57146,8.21428,4.40001,0.512,8.4E-11,0.512,8.4E-11,0.395,9.65E-11
6.4286,8.21428,4.40001,0.509,8.4E-11,0.509,8.4E-11,0.39,9.65E-11
6.28574,8.21428,4.40001,0.508,8.4E-11,0.508,8.4E-11,0.387,9.65E-11
6.14288,8.21428,4.40001,0.505,8.4E-11,0.505,8.4E-11,0.385,9.65E-11
6.00002,8.21428,4.40001,0.502,8.4E-11,0.502,8.4E-11,0.381,9.65E-11
5.85716,8.21428,4.40001,0.499,8.45E-11,0.499,8.45E-11,0.378,9.65E-11
5.7143,8.21428,4.40001,0.498,8.45E-11,0.498,8.45E-11,0.375,9.65E-11
5.57144,8.21428,4.40001,0.494,8.4E-11,0.494,8.4E-11,0.371,9.65E-11
5.42858,8.21428,4.40001,0.49,8.4E-11,0.49,8.4E-11,0.366,9.65E-11
5.28572,8.21428,4.40001,0.487,8.4E-11,0.487,8.4E-11,0.359,9.65E-11
5.14286,8.21428,4.40001,0.484,8.5E-11,0.484,8.5E-11,0.354,9.65E-11
5,8.21428,4.40001,0.481,8.4E-11,0.481,8.4E-11,0.353,9.65E-11
7,7.85714,4.40001,0.52,8.4E-11,0.52,8.4E-11,0.417,9.65E-11
6.85718,7.85714,4.40001,0.516,8.4E-11,0.516,8.4E-11,0.41,9.65E-11
6.71432,7.85714,4.40001,0.515,8.4E-11,0.515,8.4E-11,0.405,9.65E-11
6.57146,7.85714,4.40001,0.512,8.4E-11,0.512,8.4E-11,0.399,9.65E-11
6.4286,7.85714,4.40001,0.51,8.4E-11,0.51,8.4E-11,0.398,9.65E-11
6.28574,7.85714,4.40001,0.507,8.4E-11,0.507,8.4E-11,0.397,9.65E-11
6.14288,7.85714,4.40001,0.505,8.4E-11,0.505,8.4E-11,0.392,9.65E-11
6.00002,7.85714,4.40001,0.503,8.4E-11,0.503,8.4E-11,0.391,9.65E-11
5.85716,7.85714,4.40001,0.501,8.45E-11,0.501,8.45E-11,0.386,9.65E-11
5.7143,7.85714,4.40001,0.497,8.5E-11,0.497,8.5E-11,0.382,9.65E-11
5.57144,7.85714,4.40001,0.493,8.5E-11,0.493,8.5E-11,0.375,9.65E-11
5.42858,7.85714,4.40001,0.49,8.5E-11,0.49,8.5E-11,0.37,9.65E-11
5.28572,7.85714,4.40001,0.488,8.4E-11,0.488,8.4E-11,0.366,9.7E-11
5.14286,7.85714,4.40001,0.483,8.4E-11,0.483,8.4E-11,0.361,9.7E-11
5,7.85714,4.40001,0.48,8.5E-11,0.48,8.5E-11,0.358,9.7E-11
7,7.5,4.40001,0.52,8.5E-11,0.52,8.5E-11,0.42,9.65E-11
6.85718,7.5,4.40001,0.519,8.5E-11,0.519,8.5E-11,0.415,9.65E-11
6.71432,7.5,4.40001,0.516,8.5E-11,0.516,8.5E-11,0.412,9.65E-11
6.57146,7.5,4.40001,0.513,8.5E-11,0.513,8.5E-11,0.408,9.65E-11
6.4286,7.5,4.40001,0.51,8.5E-11,0.51,8.5E-11,0.405,9.65E-11
6.28574,7.5,4.40001,0.508,8.5E-11,0.508,8.5E-11,0.402,9.7E-11
6.14288,7.5,4.40001,0.506,8.5E-11,0.506,8.5E-11,0.401,9.7E-11
6.00002,7.5,4.40001,0.503,8.45E-11,0.503,8.45E-11,0.395,9.7E-11
5.85716,7.5,4.40001,0.499,8.4E-11,0.499,8.4E-11,0.391,9.7E-11
5.7143,7.5,4.40001,0.496,8.45E-11,0.496,8.45E-11,0.385,9.7E-11
5.57144,7.5,4.40001,0.494,8.5E-11,0.494,8.5E-11,0.379,9.7E-11
5.42858,7.5,4.40001,0.491,8.5E-11,0.491,8.5E-11,0.376,9.7E-11
5.28572,7.5,4.40001,0.487,8.5E-11,0.487,8.5E-11,0.374,9.7E-11
5.14286,7.5,4.40001,0.565,8.4E-11,0.565,8.4E-11,0.28,9.65E-11
5,7.5,4.40001,0.479,8.5E-11,0.479,8.5E-11,0.368,9.7E-11
7,12.5,4.32858,0.499,8E-11,0.499,8E-11,0.268,9.6E-11
6.85718,12.5,4.32858,0.498,8.1E-11,0.498,8.1E-11,0.269,9.6E-11
6.71432,12.5,4.32858,0.496,8.1E-11,0.496,8.1E-11,0.271,9.6E-11
6.57146,12.5,4.32858,0.553,8E-11,0.553,8E-11,0.179,9.6E-11
6.4286,12.5,4.32858,0.492,8.05E-11,0.492,8.05E-11,0.276,9.6E-11
6.28574,12.5,4.32858,0.55,7.85E-11,0.55,7.85E-11,0.186,9.6E-11
6.14288,12.5,4.32858,0.483,8.05E-11,0.483,8.05E-11,0.28,9.6E-11
6.00002,12.5,4.32858,0.48,8E-11,0.48,8E-11,0.28,9.6E-11
5.85716,12.5,4.32858,0.542,7.85E-11,0.542,7.85E-11,0.2,9.6E-11
5.7143,12.5,4.32858,0.475,8E-11,0.475,8E-11,0.279,9.6E-11
5.57144,12.5,4.32858,0.536,7.85E-11,0.536,7.85E-11,0.203,9.6E-11
5.42858,12.5,4.32858,0.468,8E-11,0.468,8E-11,0.274,9.6E-11
5.28572,12.5,4.32858,0.465,8E-11,0.465,8E-11,0.269,9.6E-11
5.14286,12.5,4.32858,0.462,8E-11,0.462,8E-11,0.265,9.6E-11
5,12.5,4.32858,0.458,8E-11,0.458,8E-11,0.263,9.6E-11
7,12.14282,4.32858,0.502,8.1E-11,0.502,8.1E-11,0.28,9.6E-11
6.85718,12.14282,4.32858,0.561,7.9E-11,0.561,7.9E-11,0.188,9.6E-11
6.71432,12.14282,4.32858,0.498,8.1E-11,0.498,8.1E-11,0.284,9.6E-11
6.57146,12.14282,4.32858,0.495,8.1E-11,0.495,8.1E-11,0.287,9.6E-11
6.4286,12.14282,4.32858,0.557,7.9E-11,0.557,7.9E-11,0.199,9.6E-11
6.28574,12.14282,4.32858,0.49,8.05E-11,0.49,8.05E-11,0.292,9.6E-11
6.14288,12.14282,4.32858,0.549,7.9E-11,0.549,7.9E-11,0.208,9.6E-11
6.00002,12.14282,4.32858,0.483,8.1E-11,0.483,8.1E-11,0.289,9.6E-11
5.85716,12.14282,4.32858,0.481,8.1E-11,0.481,8.1E-11,0.29,9.6E-11
5.7143,12.14282,4.32858,0.477,8E-11,0.477,8E-11,0.286,9.6E-11
5.57144,12.14282,4.32858,0.474,8E-11,0.474,8E-11,0.283,9.6E-11
5.42858,12.14282,4.32858,0.47,8E-11,0.47,8E-11,0.278,9.6E-11
5.28572,12.14282,4.32858,0.468,8E-11,0.468,8E-11,0.271,9.6E-11
5.14286,12.14282,4.32858,0.464,8E-11,0.464,8E-11,0.271,9.6E-11
5,12.14282,4.32858,0.462,8E-11,0.462,8E-11,0.267,9.6E-11
7,11.78568,4.32858,0.504,8.15E-11,0.504,8.15E-11,0.293,9.6E-11
6.85718,11.78568,4.32858,0.503,8.1E-11,0.503,8.1E-11,0.296,9.6E-11
6.71432,11.78568,4.32858,0.562,7.9E-11,0.562,7.9E-11,0.208,9.6E-11
6.57146,11.78568,4.32858,0.496,8.1E-11,0.496,8.1E-11,0.302,9.6E-11
6.4286,11.78568,4.32858,0.558,7.9E-11,0.558,7.9E-11,0.218,9.6E-11
6.28574,11.78568,4.32858,0.49,8.1E-11,0.49,8.1E-11,0.302,9.6E-11
6.14288,11.78568,4.32858,0.487,8.1E-11,0.487,8.1E-11,0.302,9.6E-11
6.00002,11.78568,4.32858,0.552,7.9E-11,0.552,7.9E-11,0.228,9.6E-11
5.85716,11.78568,4.32858,0.482,8E-11,0.482,8E-11,0.297,9.6E-11
5.7143,11.78568,4.32858,0.546,7.9E-11,0.546,7.9E-11,0.22,9.6E-11
5.57144,11.78568,4.32858,0.477,8E-11,0.477,8E-11,0.287,9.6E-11
5.42858,11.78568,4.32858,0.474,8E-11,0.474,8E-11,0.283,9.6E-11
5.28572,11.78568,4.32858,0.47,8.1E-11,0.47,8.1E-11,0.28,9.6E-11
5.14286,11.78568,4.32858,0.466,8.05E-11,0.466,8.05E-11,0.277,9.6E-11
5,11.78568,4.32858,0.464,8E-11,0.464,8E-11,0.274,9.6E-11
7,11.42854,4.32858,0.569,8E-11,0.569,8E-11,0.218,9.6E-11
6.85718,11.42854,4.32858,0.504,8.1E-11,0.504,8.1E-11,0.309,9.6E-11
6.71432,11.42854,4.32858,0.501,8.15E-11,0.501,8.15E-11,0.311,9.6E-11
6.57146,11.42854,4.32858,0.562,8E-11,0.562,8E-11,0.232,9.6E-11
6.4286,11.42854,4.32858,0.496,8.15E-11,0.496,8.15E-11,0.314,9.6E-11
6.28574,11.42854,4.32858,0.559,7.9E-11,0.559,7.9E-11,0.236,9.6E-11
6.14288,11.42854,4.32858,0.492,8.1E-11,0.492,8.1E-11,0.31,9.6E-11
6.00002,11.42854,4.32858,0.489,8.05E-11,0.489,8.05E-11,0.303,9.6E-11
5.85716,11.42854,4.32858,0.485,8.05E-11,0.485,8.05E-11,0.301,9.6E-11
5.7143,11.42854,4.32858,0.482,8.05E-11,0.482,8.05E-11,0.299,9.6E-11
5.57144,11.42854,4.32858,0.478,8.1E-11,0.478,8.1E-11,0.291,9.6E-11
5.42858,11.42854,4.32858,0.476,8.1E-11,0.476,8.1E-11,0.289,9.6E-11
5.28572,11.42854,4.32858,0.473,8.1E-11,0.473,8.1E-11,0.286,9.6E-11
5.14286,11.42854,4.32858,0.469,8.05E-11,0.469,8.05E-11,0.282,9.6E-11
5,11.42854,4.32858,0.466,8E-11,0.466,8E-11,0.28,9.6E-11
7,11.0714,4.32858,0.508,8.1E-11,0.508,8.1E-11,0.322,9.6E-11
6.85718,11.0714,4.32858,0.57,8E-11,0.57,8E-11,0.243,9.6E-11
6.71432,11.0714,4.32858,0.502,8.1E-11,0.502,8.1E-11,0.325,9.6E-11
6.57146,11.0714,4.32858,0.566,8E-11,0.566,8E-11,0.248,9.6E-11
6.4286,11.0714,4.32858,0.498,8.15E-11,0.498,8.15E-11,0.322,9.6E-11
6.28574,11.0714,4.32858,0.495,8.1E-11,0.495,8.1E-11,0.318,9.6E-11
6.14288,11.0714,4.32858,0.561,8E-11,0.561,8E-11,0.247,9.6E-11
6.00002,11.0714,4.32858,0.49,8.1E-11,0.49,8.1E-11,0.312,9.6E-11
5.85716,11.0714,4.32858,0.556,8E-11,0.556,8E-11,0.237,9.6E-11
5.7143,11.0714,4.32858,0.483,8.1E-11,0.483,8.1E-11,0.302,9.6E-11
5.57144,11.0714,4.32858,0.483,8.1E-11,0.483,8.1E-11,0.299,9.6E-11
5.42858,11.0714,4.32858,0.479,8.1E-11,0.479,8.1E-11,0.295,9.6E-11
5.28572,11.0714,4.32858,0.474,8.05E-11,0.474,8.05E-11,0.292,9.6E-11
5.14286,11.0714,4.32858,0.472,8.05E-11,0.472,8.05E-11,0.291,9.6E-11
5,11.0714,4.32858,0.469,8.1E-11,0.469,8.1E-11,0.29,9.6E-11
7,10.71426,4.32858,0.508,8.2E-11,0.508,8.2E-11,0.337,9.65E-11
6.85718,10.71426,4.32858,0.506,8.2E-11,0.506,8.2E-11,0.336,9.65E-11
6.71432,10.71426,4.32858,0.572,8E-11,0.572,8E-11,0.266,9.6E-11
6.57146,10.71426,4.32858,0.502,8.1E-11,0.502,8.1E-11,0.33,9.6E-11
6.4286,10.71426,4.32858,0.567,8E-11,0.567,8E-11,0.261,9.6E-11
6.28574,10.71426,4.32858,0.498,8.1E-11,0.498,8.1E-11,0.325,9.6E-11
6.14288,10.71426,4.32858,0.563,8.05E-11,0.563,8.05E-11,0.253,9.6E-11
6.00002,10.71426,4.32858,0.492,8.1E-11,0.492,8.1E-11,0.318,9.6E-11
5.85716,10.71426,4.32858,0.489,8.1E-11,0.489,8.1E-11,0.311,9.6E-11
5.7143,10.71426,4.32858,0.487,8.2E-11,0.487,8.2E-11,0.308,9.6E-11
5.57144,10.71426,4.32858,0.483,8.2E-11,0.483,8.2E-11,0.303,9.6E-11
5.42858,10.71426,4.32858,0.48,8.15E-11,0.48,8.15E-11,0.3,9.6E-11
5.28572,10.71426,4.32858,0.477,8.1E-11,0.477,8.1E-11,0.299,9.6E-11
5.14286,10.71426,4.32858,0.474,8.1E-11,0.474,8.1E-11,0.296,9.6E-11
5,10.71426,4.32858,0.472,8.15E-11,0.472,8.15E-11,0.293,9.6E-11
7,10.35712,4.32858,0.578,8.1E-11,0.578,8.1E-11,0.276,9.6E-11
6.85718,10.35712,4.32858,0.509,8.2E-11,0.509,8.2E-11,0.345,9.65E-11
6.71432,10.35712,4.32858,0.574,8E-11,0.574,8E-11,0.278,9.6E-11
6.57146,10.35712,4.32858,0.505,8.2E-11,0.505,8.2E-11,0.338,9.65E-11
6.4286,10.35712,4.32858,0.5,8.2E-11,0.5,8.2E-11,0.335,9.65E-11
6.28574,10.35712,4.32858,0.568,8.1E-11,0.568,8.1E-11,0.265,9.6E-11
6.14288,10.35712,4.32858,0.495,8.2E-11,0.495,8.2E-11,0.325,9.65E-11
6.00002,10.35712,4.32858,0.564,8E-11,0.564,8E-11,0.25,9.6E-11
5.85716,10.35712,4.32858,0.492,8.2E-11,0.492,8.2E-11,0.317,9.65E-11
5.7143,10.35712,4.32858,0.489,8.2E-11,0.489,8.2E-11,0.312,9.65E-11
5.57144,10.35712,4.32858,0.485,8.15E-11,0.485,8.15E-11,0.313,9.65E-11
5.42858,10.35712,4.32858,0.482,8.1E-11,0.482,8.1E-11,0.31,9.65E-11
5.28572,10.35712,4.32858,0.481,8.15E-11,0.481,8.15E-11,0.306,9.65E-11
5.14286,10.35712,4.32858,0.477,8.2E-11,0.477,8.2E-11,0.305,9.65E-11
5,10.35712,4.32858,0.474,8.2E-11,0.474,8.2E-11,0.296,9.65E-11
7,9.99998,4.32858,0.513,8.3E-11,0.513,8.3E-11,0.355,9.65E-11
6.85718,9.99998,4.32858,0.511,8.3E-11,0.511,8.3E-11,0.351,9.65E-11
6.71432,9.99998,4.32858,0.507,8.25E-11,0.507,8.25E-11,0.349,9.65E-11
6.57146,9.99998,4.32858,0.575,8.1E-11,0.575,8.1E-11,0.279,9.6E-11
6.4286,9.99998,4.32858,0.502,8.2E-11,0.502,8.2E-11,0.337,9.65E-11
6.28574,9.99998,4.32858,0.572,8.1E-11,0.572,8.1E-11,0.269,9.6E-11
6.14288,9.99998,4.32858,0.498,8.15E-11,0.498,8.15E-11,0.332,9.65E-11
6.00002,9.99998,4.32858,0.496,8.15E-11,0.496,8.15E-11,0.325,9.65E-11
5.85716,9.99998,4.32858,0.492,8.25E-11,0.492,8.25E-11,0.324,9.65E-11
5.7143,9.99998,4.32858,0.49,8.25E-11,0.49,8.25E-11,0.32,9.65E-11
5.57144,9.99998,4.32858,0.488,8.2E-11,0.488,8.2E-11,0.319,9.65E-11
5.42858,9.99998,4.32858,0.484,8.2E-11,0.484,8.2E-11,0.315,9.65E-11
5.28572,9.99998,4.32858,0.483,8.2E-11,0.483,8.2E-11,0.311,9.65E-11
5.14286,9.99998,4.32858,0.478,8.25E-11,0.478,8.25E-11,0.306,9.65E-11
5,9.99998,4.32858,0.474,8.2E-11,0.474,8.2E-11,0.3,9.65E-11
7,9.64284,4.32858,0.515,8.2E-11,0.515,8.2E-11,0.36,9.65E-11
6.85718,9.64284,4.32858,0.582,8.15E-11,0.582,8.15E-11,0.294,9.6E-11
6.71432,9.64284,4.32858,0.508,8.25E-11,0.508,8.25E-11,0.354,9.65E-11
6.57146,9.64284,4.32858,0.578,8.1E-11,0.578,8.1E-11,0.28,9.6E-11
6.4286,9.64284,4.32858,0.505,8.2E-11,0.505,8.2E-11,0.344,9.65E-11
6.28574,9.64284,4.32858,0.502,8.2E-11,0.502,8.2E-11,0.339,9.65E-11
6.14288,9.64284,4.32858,0.573,8.1E-11,0.573,8.1E-11,0.27,9.6E-11
6.00002,9.64284,4.32858,0.496,8.2E-11,0.496,8.2E-11,0.335,9.65E-11
5.85716,9.64284,4.32858,0.494,8.2E-11,0.494,8.2E-11,0.331,9.65E-11
5.7143,9.64284,4.32858,0.494,8.2E-11,0.494,8.2E-11,0.329,9.65E-11
5.57144,9.64284,4.32858,0.49,8.3E-11,0.49,8.3E-11,0.324,9.65E-11
5.42858,9.64284,4.32858,0.486,8.3E-11,0.486,8.3E-11,0.32,9.65E-11
5.28572,9.64284,4.32858,0.484,8.3E-11,0.484,8.3E-11,0.315,9.65E-11
5.14286,9.64284,4.32858,0.48,8.2E-11,0.48,8.2E-11,0.311,9.65E-11
