w,sp,ep_r,RX_Probe.Height,RX_Probe.Width,RO_Probe.Height,RO_Probe.Width,TX_Probe.Height,TX_Probe.Width
5.85716,7.85714,4.6143,0.579,8.5E-11,0.579,8.5E-11,0.353,9.65E-11
5.7143,7.85714,4.6143,0.496,8.5E-11,0.496,8.5E-11,0.424,9.7E-11
5.57144,7.85714,4.6143,0.574,8.4E-11,0.574,8.4E-11,0.361,9.65E-11
5.42858,7.85714,4.6143,0.49,8.5E-11,0.49,8.5E-11,0.426,9.65E-11
5.28572,7.85714,4.6143,0.569,8.4E-11,0.569,8.4E-11,0.368,9.65E-11
5.14286,7.85714,4.6143,0.484,8.5E-11,0.484,8.5E-11,0.422,9.65E-11
5,7.85714,4.6143,0.482,8.5E-11,0.482,8.5E-11,0.418,9.65E-11
7,7.5,4.6143,0.52,8.6E-11,0.52,8.6E-11,0.413,9.8E-11
6.85718,7.5,4.6143,0.518,8.6E-11,0.518,8.6E-11,0.416,9.8E-11
6.71432,7.5,4.6143,0.517,8.6E-11,0.517,8.6E-11,0.424,9.8E-11
6.57146,7.5,4.6143,0.514,8.6E-11,0.514,8.6E-11,0.425,9.8E-11
6.4286,7.5,4.6143,0.511,8.6E-11,0.511,8.6E-11,0.429,9.8E-11
6.28574,7.5,4.6143,0.508,8.6E-11,0.508,8.6E-11,0.432,9.8E-11
6.14288,7.5,4.6143,0.505,8.6E-11,0.505,8.6E-11,0.434,9.75E-11
6.00002,7.5,4.6143,0.504,8.6E-11,0.504,8.6E-11,0.438,9.7E-11
5.85716,7.5,4.6143,0.58,8.5E-11,0.58,8.5E-11,0.379,9.65E-11
5.7143,7.5,4.6143,0.497,8.5E-11,0.497,8.5E-11,0.44,9.7E-11
5.57144,7.5,4.6143,0.574,8.4E-11,0.574,8.4E-11,0.388,9.65E-11
5.42858,7.5,4.6143,0.49,8.6E-11,0.49,8.6E-11,0.438,9.7E-11
5.28572,7.5,4.6143,0.568,8.4E-11,0.568,8.4E-11,0.379,9.65E-11
5.14286,7.5,4.6143,0.484,8.5E-11,0.484,8.5E-11,0.43,9.7E-11
5,7.5,4.6143,0.481,8.6E-11,0.481,8.6E-11,0.425,9.7E-11
7,12.5,4.54287,0.568,8.1E-11,0.568,8.1E-11,0.158,9.6E-11
6.85718,12.5,4.54287,0.566,8.1E-11,0.566,8.1E-11,0.154,9.6E-11
6.71432,12.5,4.54287,0.5,8.2E-11,0.5,8.2E-11,0.229,9.6E-11
6.57146,12.5,4.54287,0.56,8.2E-11,0.56,8.2E-11,0.138,9.6E-11
6.4286,12.5,4.54287,0.497,8.2E-11,0.497,8.2E-11,0.227,9.6E-11
6.28574,12.5,4.54287,0.495,8.2E-11,0.495,8.2E-11,0.224,9.6E-11
6.14288,12.5,4.54287,0.492,8.2E-11,0.492,8.2E-11,0.227,9.6E-11
6.00002,12.5,4.54287,0.49,8.2E-11,0.49,8.2E-11,0.224,9.6E-11
5.85716,12.5,4.54287,0.487,8.2E-11,0.487,8.2E-11,0.226,9.6E-11
5.7143,12.5,4.54287,0.484,8.2E-11,0.484,8.2E-11,0.228,9.6E-11
5.57144,12.5,4.54287,0.48,8.2E-11,0.48,8.2E-11,0.231,9.6E-11
5.42858,12.5,4.54287,0.478,8.2E-11,0.478,8.2E-11,0.234,9.6E-11
5.28572,12.5,4.54287,0.475,8.15E-11,0.475,8.15E-11,0.237,9.6E-11
5.14286,12.5,4.54287,0.474,8.1E-11,0.474,8.1E-11,0.24,9.6E-11
5,12.5,4.54287,0.469,8.2E-11,0.469,8.2E-11,0.246,9.6E-11
7,12.14282,4.54287,0.509,8.3E-11,0.509,8.3E-11,0.24,9.65E-11
6.85718,12.14282,4.54287,0.568,8.2E-11,0.568,8.2E-11,0.152,9.6E-11
6.71432,12.14282,4.54287,0.566,8.1E-11,0.566,8.1E-11,0.149,9.6E-11
6.57146,12.14282,4.54287,0.5,8.2E-11,0.5,8.2E-11,0.237,9.65E-11
6.4286,12.14282,4.54287,0.562,8.2E-11,0.562,8.2E-11,0.142,9.6E-11
6.28574,12.14282,4.54287,0.495,8.2E-11,0.495,8.2E-11,0.232,9.6E-11
6.14288,12.14282,4.54287,0.493,8.2E-11,0.493,8.2E-11,0.233,9.6E-11
6.00002,12.14282,4.54287,0.491,8.2E-11,0.491,8.2E-11,0.236,9.6E-11
5.85716,12.14282,4.54287,0.488,8.2E-11,0.488,8.2E-11,0.238,9.6E-11
5.7143,12.14282,4.54287,0.487,8.2E-11,0.487,8.2E-11,0.24,9.6E-11
5.57144,12.14282,4.54287,0.483,8.2E-11,0.483,8.2E-11,0.242,9.6E-11
5.42858,12.14282,4.54287,0.48,8.2E-11,0.48,8.2E-11,0.246,9.6E-11
5.28572,12.14282,4.54287,0.478,8.15E-11,0.478,8.15E-11,0.252,9.6E-11
5.14286,12.14282,4.54287,0.474,8.2E-11,0.474,8.2E-11,0.255,9.6E-11
5,12.14282,4.54287,0.471,8.2E-11,0.471,8.2E-11,0.258,9.6E-11
7,11.78568,4.54287,0.573,8.1E-11,0.573,8.1E-11,0.163,9.6E-11
6.85718,11.78568,4.54287,0.508,8.3E-11,0.508,8.3E-11,0.246,9.65E-11
6.71432,11.78568,4.54287,0.568,8.1E-11,0.568,8.1E-11,0.158,9.6E-11
6.57146,11.78568,4.54287,0.501,8.2E-11,0.501,8.2E-11,0.244,9.65E-11
6.4286,11.78568,4.54287,0.498,8.2E-11,0.498,8.2E-11,0.241,9.65E-11
6.28574,11.78568,4.54287,0.497,8.2E-11,0.497,8.2E-11,0.242,9.65E-11
6.14288,11.78568,4.54287,0.494,8.3E-11,0.494,8.3E-11,0.247,9.6E-11
6.00002,11.78568,4.54287,0.494,8.25E-11,0.494,8.25E-11,0.249,9.6E-11
5.85716,11.78568,4.54287,0.491,8.25E-11,0.491,8.25E-11,0.25,9.6E-11
5.7143,11.78568,4.54287,0.488,8.3E-11,0.488,8.3E-11,0.251,9.6E-11
5.57144,11.78568,4.54287,0.484,8.3E-11,0.484,8.3E-11,0.258,9.6E-11
5.42858,11.78568,4.54287,0.483,8.2E-11,0.483,8.2E-11,0.259,9.6E-11
5.28572,11.78568,4.54287,0.478,8.2E-11,0.478,8.2E-11,0.266,9.6E-11
5.14286,11.78568,4.54287,0.476,8.2E-11,0.476,8.2E-11,0.269,9.6E-11
5,11.78568,4.54287,0.471,8.1E-11,0.471,8.1E-11,0.271,9.6E-11
7,11.42854,4.54287,0.575,8.2E-11,0.575,8.2E-11,0.165,9.6E-11
6.85718,11.42854,4.54287,0.573,8.25E-11,0.573,8.25E-11,0.16,9.6E-11
6.71432,11.42854,4.54287,0.506,8.3E-11,0.506,8.3E-11,0.251,9.65E-11
6.57146,11.42854,4.54287,0.569,8.2E-11,0.569,8.2E-11,0.158,9.6E-11
6.4286,11.42854,4.54287,0.502,8.3E-11,0.502,8.3E-11,0.255,9.65E-11
6.28574,11.42854,4.54287,0.566,8.1E-11,0.566,8.1E-11,0.16,9.6E-11
6.14288,11.42854,4.54287,0.497,8.3E-11,0.497,8.3E-11,0.259,9.65E-11
6.00002,11.42854,4.54287,0.494,8.3E-11,0.494,8.3E-11,0.259,9.65E-11
5.85716,11.42854,4.54287,0.491,8.3E-11,0.491,8.3E-11,0.263,9.65E-11
5.7143,11.42854,4.54287,0.49,8.3E-11,0.49,8.3E-11,0.269,9.6E-11
5.57144,11.42854,4.54287,0.486,8.2E-11,0.486,8.2E-11,0.273,9.6E-11
5.42858,11.42854,4.54287,0.482,8.2E-11,0.482,8.2E-11,0.276,9.6E-11
5.28572,11.42854,4.54287,0.481,8.2E-11,0.481,8.2E-11,0.279,9.6E-11
5.14286,11.42854,4.54287,0.476,8.2E-11,0.476,8.2E-11,0.283,9.6E-11
5,11.42854,4.54287,0.473,8.2E-11,0.473,8.2E-11,0.286,9.6E-11
7,11.0714,4.54287,0.512,8.4E-11,0.512,8.4E-11,0.264,9.65E-11
6.85718,11.0714,4.54287,0.576,8.2E-11,0.576,8.2E-11,0.17,9.6E-11
6.71432,11.0714,4.54287,0.509,8.3E-11,0.509,8.3E-11,0.264,9.65E-11
6.57146,11.0714,4.54287,0.507,8.3E-11,0.507,8.3E-11,0.266,9.65E-11
6.4286,11.0714,4.54287,0.504,8.3E-11,0.504,8.3E-11,0.267,9.65E-11
6.28574,11.0714,4.54287,0.502,8.3E-11,0.502,8.3E-11,0.269,9.65E-11
6.14288,11.0714,4.54287,0.499,8.3E-11,0.499,8.3E-11,0.269,9.65E-11
6.00002,11.0714,4.54287,0.497,8.3E-11,0.497,8.3E-11,0.276,9.65E-11
5.85716,11.0714,4.54287,0.494,8.3E-11,0.494,8.3E-11,0.28,9.65E-11
5.7143,11.0714,4.54287,0.49,8.25E-11,0.49,8.25E-11,0.283,9.65E-11
5.57144,11.0714,4.54287,0.488,8.2E-11,0.488,8.2E-11,0.286,9.65E-11
5.42858,11.0714,4.54287,0.485,8.2E-11,0.485,8.2E-11,0.289,9.65E-11
5.28572,11.0714,4.54287,0.481,8.3E-11,0.481,8.3E-11,0.294,9.6E-11
5.14286,11.0714,4.54287,0.478,8.2E-11,0.478,8.2E-11,0.296,9.6E-11
5,11.0714,4.54287,0.475,8.2E-11,0.475,8.2E-11,0.301,9.6E-11
7,10.71426,4.54287,0.515,8.4E-11,0.515,8.4E-11,0.272,9.65E-11
6.85718,10.71426,4.54287,0.511,8.4E-11,0.511,8.4E-11,0.275,9.65E-11
6.71432,10.71426,4.54287,0.576,8.2E-11,0.576,8.2E-11,0.18,9.6E-11
6.57146,10.71426,4.54287,0.506,8.4E-11,0.506,8.4E-11,0.275,9.65E-11
6.4286,10.71426,4.54287,0.572,8.2E-11,0.572,8.2E-11,0.185,9.6E-11
6.28574,10.71426,4.54287,0.503,8.4E-11,0.503,8.4E-11,0.282,9.65E-11
6.14288,10.71426,4.54287,0.499,8.4E-11,0.499,8.4E-11,0.289,9.65E-11
6.00002,10.71426,4.54287,0.499,8.4E-11,0.499,8.4E-11,0.294,9.65E-11
5.85716,10.71426,4.54287,0.495,8.3E-11,0.495,8.3E-11,0.294,9.65E-11
5.7143,10.71426,4.54287,0.492,8.3E-11,0.492,8.3E-11,0.299,9.65E-11
5.57144,10.71426,4.54287,0.488,8.3E-11,0.488,8.3E-11,0.303,9.65E-11
5.42858,10.71426,4.54287,0.486,8.25E-11,0.486,8.25E-11,0.307,9.65E-11
5.28572,10.71426,4.54287,0.482,8.2E-11,0.482,8.2E-11,0.311,9.65E-11
5.14286,10.71426,4.54287,0.479,8.2E-11,0.479,8.2E-11,0.315,9.65E-11
5,10.71426,4.54287,0.474,8.3E-11,0.474,8.3E-11,0.318,9.65E-11
7,10.35712,4.54287,0.581,8.3E-11,0.581,8.3E-11,0.194,9.6E-11
6.85718,10.35712,4.54287,0.513,8.3E-11,0.513,8.3E-11,0.284,9.65E-11
6.71432,10.35712,4.54287,0.579,8.3E-11,0.579,8.3E-11,0.196,9.6E-11
6.57146,10.35712,4.54287,0.509,8.3E-11,0.509,8.3E-11,0.291,9.65E-11
6.4286,10.35712,4.54287,0.506,8.4E-11,0.506,8.4E-11,0.295,9.65E-11
6.28574,10.35712,4.54287,0.504,8.35E-11,0.504,8.35E-11,0.3,9.65E-11
6.14288,10.35712,4.54287,0.5,8.3E-11,0.5,8.3E-11,0.304,9.65E-11
6.00002,10.35712,4.54287,0.497,8.3E-11,0.497,8.3E-11,0.308,9.65E-11
5.85716,10.35712,4.54287,0.496,8.3E-11,0.496,8.3E-11,0.31,9.65E-11
5.7143,10.35712,4.54287,0.493,8.3E-11,0.493,8.3E-11,0.316,9.65E-11
5.57144,10.35712,4.54287,0.49,8.3E-11,0.49,8.3E-11,0.318,9.65E-11
5.42858,10.35712,4.54287,0.487,8.3E-11,0.487,8.3E-11,0.323,9.65E-11
5.28572,10.35712,4.54287,0.483,8.3E-11,0.483,8.3E-11,0.327,9.65E-11
5.14286,10.35712,4.54287,0.481,8.3E-11,0.481,8.3E-11,0.33,9.65E-11
5,10.35712,4.54287,0.476,8.2E-11,0.476,8.2E-11,0.332,9.65E-11
7,9.99998,4.54287,0.585,8.3E-11,0.585,8.3E-11,0.207,9.65E-11
6.85718,9.99998,4.54287,0.583,8.3E-11,0.583,8.3E-11,0.212,9.65E-11
6.71432,9.99998,4.54287,0.512,8.4E-11,0.512,8.4E-11,0.305,9.65E-11
6.57146,9.99998,4.54287,0.58,8.3E-11,0.58,8.3E-11,0.223,9.65E-11
6.4286,9.99998,4.54287,0.508,8.4E-11,0.508,8.4E-11,0.313,9.65E-11
6.28574,9.99998,4.54287,0.505,8.4E-11,0.505,8.4E-11,0.316,9.65E-11
6.14288,9.99998,4.54287,0.502,8.4E-11,0.502,8.4E-11,0.321,9.65E-11
6.00002,9.99998,4.54287,0.498,8.4E-11,0.498,8.4E-11,0.325,9.65E-11
5.85716,9.99998,4.54287,0.498,8.4E-11,0.498,8.4E-11,0.326,9.65E-11
5.7143,9.99998,4.54287,0.494,8.3E-11,0.494,8.3E-11,0.332,9.65E-11
5.57144,9.99998,4.54287,0.491,8.3E-11,0.491,8.3E-11,0.338,9.65E-11
5.42858,9.99998,4.54287,0.487,8.3E-11,0.487,8.3E-11,0.338,9.65E-11
5.28572,9.99998,4.54287,0.484,8.3E-11,0.484,8.3E-11,0.342,9.65E-11
5.14286,9.99998,4.54287,0.482,8.3E-11,0.482,8.3E-11,0.346,9.65E-11
5,9.99998,4.54287,0.476,8.3E-11,0.476,8.3E-11,0.345,9.65E-11
7,9.64284,4.54287,0.516,8.5E-11,0.516,8.5E-11,0.316,9.65E-11
6.85718,9.64284,4.54287,0.585,8.3E-11,0.585,8.3E-11,0.234,9.65E-11
6.71432,9.64284,4.54287,0.513,8.5E-11,0.513,8.5E-11,0.323,9.65E-11
6.57146,9.64284,4.54287,0.511,8.4E-11,0.511,8.4E-11,0.326,9.65E-11
6.4286,9.64284,4.54287,0.508,8.4E-11,0.508,8.4E-11,0.33,9.65E-11
6.28574,9.64284,4.54287,0.505,8.4E-11,0.505,8.4E-11,0.331,9.65E-11
6.14288,9.64284,4.54287,0.502,8.35E-11,0.502,8.35E-11,0.339,9.65E-11
6.00002,9.64284,4.54287,0.502,8.3E-11,0.502,8.3E-11,0.344,9.65E-11
5.85716,9.64284,4.54287,0.498,8.35E-11,0.498,8.35E-11,0.346,9.65E-11
5.7143,9.64284,4.54287,0.494,8.35E-11,0.494,8.35E-11,0.348,9.65E-11
5.57144,9.64284,4.54287,0.49,8.35E-11,0.49,8.35E-11,0.354,9.65E-11
5.42858,9.64284,4.54287,0.489,8.3E-11,0.489,8.3E-11,0.357,9.65E-11
5.28572,9.64284,4.54287,0.485,8.3E-11,0.485,8.3E-11,0.358,9.65E-11
5.14286,9.64284,4.54287,0.481,8.2E-11,0.481,8.2E-11,0.36,9.65E-11
5,9.64284,4.54287,0.478,8.3E-11,0.478,8.3E-11,0.358,9.65E-11
7,9.2857,4.54287,0.52,8.45E-11,0.52,8.45E-11,0.332,9.65E-11
6.85718,9.2857,4.54287,0.515,8.4E-11,0.515,8.4E-11,0.339,9.65E-11
6.71432,9.2857,4.54287,0.514,8.4E-11,0.514,8.4E-11,0.34,9.65E-11
6.57146,9.2857,4.54287,0.511,8.4E-11,0.511,8.4E-11,0.344,9.65E-11
6.4286,9.2857,4.54287,0.508,8.4E-11,0.508,8.4E-11,0.35,9.65E-11
6.28574,9.2857,4.54287,0.506,8.4E-11,0.506,8.4E-11,0.354,9.65E-11
6.14288,9.2857,4.54287,0.505,8.4E-11,0.505,8.4E-11,0.357,9.65E-11
6.00002,9.2857,4.54287,0.501,8.3E-11,0.501,8.3E-11,0.36,9.65E-11
5.85716,9.2857,4.54287,0.498,8.3E-11,0.498,8.3E-11,0.363,9.65E-11
5.7143,9.2857,4.54287,0.494,8.35E-11,0.494,8.35E-11,0.367,9.65E-11
5.57144,9.2857,4.54287,0.493,8.4E-11,0.493,8.4E-11,0.369,9.65E-11
5.42858,9.2857,4.54287,0.489,8.4E-11,0.489,8.4E-11,0.37,9.65E-11
5.28572,9.2857,4.54287,0.486,8.3E-11,0.486,8.3E-11,0.371,9.65E-11
5.14286,9.2857,4.54287,0.482,8.3E-11,0.482,8.3E-11,0.369,9.65E-11
5,9.2857,4.54287,0.479,8.4E-11,0.479,8.4E-11,0.37,9.65E-11
7,8.92856,4.54287,0.591,8.3E-11,0.591,8.3E-11,0.277,9.65E-11
6.85718,8.92856,4.54287,0.517,8.5E-11,0.517,8.5E-11,0.357,9.7E-11
6.71432,8.92856,4.54287,0.587,8.3E-11,0.587,8.3E-11,0.281,9.65E-11
6.57146,8.92856,4.54287,0.512,8.5E-11,0.512,8.5E-11,0.365,9.65E-11
6.4286,8.92856,4.54287,0.511,8.4E-11,0.511,8.4E-11,0.367,9.65E-11
6.28574,8.92856,4.54287,0.507,8.4E-11,0.507,8.4E-11,0.37,9.65E-11
6.14288,8.92856,4.54287,0.505,8.4E-11,0.505,8.4E-11,0.374,9.65E-11
6.00002,8.92856,4.54287,0.502,8.4E-11,0.502,8.4E-11,0.378,9.65E-11
5.85716,8.92856,4.54287,0.498,8.4E-11,0.498,8.4E-11,0.383,9.65E-11
5.7143,8.92856,4.54287,0.496,8.35E-11,0.496,8.35E-11,0.385,9.65E-11
5.57144,8.92856,4.54287,0.492,8.3E-11,0.492,8.3E-11,0.386,9.65E-11
5.42858,8.92856,4.54287,0.49,8.4E-11,0.49,8.4E-11,0.384,9.65E-11
5.28572,8.92856,4.54287,0.486,8.4E-11,0.486,8.4E-11,0.382,9.65E-11
5.14286,8.92856,4.54287,0.484,8.4E-11,0.484,8.4E-11,0.383,9.65E-11
5,8.92856,4.54287,0.479,8.35E-11,0.479,8.35E-11,0.379,9.65E-11
7,8.57142,4.54287,0.592,8.4E-11,0.592,8.4E-11,0.3,9.65E-11
6.85718,8.57142,4.54287,0.517,8.5E-11,0.517,8.5E-11,0.376,9.7E-11
6.71432,8.57142,4.54287,0.516,8.5E-11,0.516,8.5E-11,0.381,9.7E-11
6.57146,8.57142,4.54287,0.513,8.5E-11,0.513,8.5E-11,0.385,9.65E-11
6.4286,8.57142,4.54287,0.51,8.5E-11,0.51,8.5E-11,0.388,9.65E-11
6.28574,8.57142,4.54287,0.507,8.5E-11,0.507,8.5E-11,0.39,9.65E-11
6.14288,8.57142,4.54287,0.504,8.5E-11,0.504,8.5E-11,0.396,9.65E-11
6.00002,8.57142,4.54287,0.502,8.45E-11,0.502,8.45E-11,0.396,9.65E-11
5.85716,8.57142,4.54287,0.499,8.4E-11,0.499,8.4E-11,0.399,9.65E-11
5.7143,8.57142,4.54287,0.496,8.4E-11,0.496,8.4E-11,0.4,9.65E-11
5.57144,8.57142,4.54287,0.493,8.4E-11,0.493,8.4E-11,0.397,9.65E-11
5.42858,8.57142,4.54287,0.491,8.4E-11,0.491,8.4E-11,0.396,9.65E-11
5.28572,8.57142,4.54287,0.486,8.4E-11,0.486,8.4E-11,0.394,9.65E-11
5.14286,8.57142,4.54287,0.483,8.4E-11,0.483,8.4E-11,0.389,9.65E-11
5,8.57142,4.54287,0.48,8.4E-11,0.48,8.4E-11,0.383,9.65E-11
7,8.21428,4.54287,0.521,8.5E-11,0.521,8.5E-11,0.395,9.7E-11
6.85718,8.21428,4.54287,0.519,8.5E-11,0.519,8.5E-11,0.399,9.7E-11
6.71432,8.21428,4.54287,0.516,8.45E-11,0.516,8.45E-11,0.401,9.7E-11
6.57146,8.21428,4.54287,0.514,8.5E-11,0.514,8.5E-11,0.406,9.7E-11
6.4286,8.21428,4.54287,0.511,8.5E-11,0.511,8.5E-11,0.409,9.65E-11
6.28574,8.21428,4.54287,0.508,8.45E-11,0.508,8.45E-11,0.412,9.65E-11
6.14288,8.21428,4.54287,0.506,8.5E-11,0.506,8.5E-11,0.414,9.65E-11
6.00002,8.21428,4.54287,0.502,8.5E-11,0.502,8.5E-11,0.412,9.65E-11
5.85716,8.21428,4.54287,0.499,8.5E-11,0.499,8.5E-11,0.413,9.65E-11
5.7143,8.21428,4.54287,0.497,8.4E-11,0.497,8.4E-11,0.411,9.65E-11
5.57144,8.21428,4.54287,0.495,8.4E-11,0.495,8.4E-11,0.409,9.65E-11
5.42858,8.21428,4.54287,0.491,8.4E-11,0.491,8.4E-11,0.405,9.65E-11
5.28572,8.21428,4.54287,0.487,8.5E-11,0.487,8.5E-11,0.4,9.65E-11
5.14286,8.21428,4.54287,0.485,8.4E-11,0.485,8.4E-11,0.397,9.65E-11
5,8.21428,4.54287,0.481,8.4E-11,0.481,8.4E-11,0.39,9.65E-11
7,7.85714,4.54287,0.52,8.6E-11,0.52,8.6E-11,0.415,9.7E-11
6.85718,7.85714,4.54287,0.593,8.4E-11,0.593,8.4E-11,0.348,9.65E-11
6.71432,7.85714,4.54287,0.515,8.6E-11,0.515,8.6E-11,0.423,9.7E-11
6.57146,7.85714,4.54287,0.513,8.6E-11,0.513,8.6E-11,0.427,9.7E-11
6.4286,7.85714,4.54287,0.511,8.5E-11,0.511,8.5E-11,0.427,9.7E-11
6.28574,7.85714,4.54287,0.508,8.45E-11,0.508,8.45E-11,0.428,9.65E-11
6.14288,7.85714,4.54287,0.505,8.5E-11,0.505,8.5E-11,0.428,9.65E-11
6.00002,7.85714,4.54287,0.502,8.5E-11,0.502,8.5E-11,0.428,9.65E-11
5.85716,7.85714,4.54287,0.5,8.5E-11,0.5,8.5E-11,0.427,9.65E-11
5.7143,7.85714,4.54287,0.497,8.5E-11,0.497,8.5E-11,0.42,9.65E-11
5.57144,7.85714,4.54287,0.495,8.5E-11,0.495,8.5E-11,0.417,9.65E-11
5.42858,7.85714,4.54287,0.49,8.4E-11,0.49,8.4E-11,0.413,9.65E-11
5.28572,7.85714,4.54287,0.488,8.5E-11,0.488,8.5E-11,0.41,9.65E-11
5.14286,7.85714,4.54287,0.484,8.5E-11,0.484,8.5E-11,0.402,9.65E-11
5,7.85714,4.54287,0.482,8.45E-11,0.482,8.45E-11,0.4,9.65E-11
7,7.5,4.54287,0.52,8.6E-11,0.52,8.6E-11,0.438,9.75E-11
6.85718,7.5,4.54287,0.518,8.6E-11,0.518,8.6E-11,0.44,9.7E-11
6.71432,7.5,4.54287,0.516,8.55E-11,0.516,8.55E-11,0.445,9.7E-11
6.57146,7.5,4.54287,0.513,8.5E-11,0.513,8.5E-11,0.445,9.7E-11
6.4286,7.5,4.54287,0.511,8.5E-11,0.511,8.5E-11,0.443,9.7E-11
6.28574,7.5,4.54287,0.508,8.5E-11,0.508,8.5E-11,0.443,9.7E-11
6.14288,7.5,4.54287,0.505,8.6E-11,0.505,8.6E-11,0.44,9.7E-11
6.00002,7.5,4.54287,0.502,8.5E-11,0.502,8.5E-11,0.438,9.7E-11
5.85716,7.5,4.54287,0.5,8.5E-11,0.5,8.5E-11,0.43,9.7E-11
5.7143,7.5,4.54287,0.496,8.5E-11,0.496,8.5E-11,0.431,9.7E-11
5.57144,7.5,4.54287,0.494,8.5E-11,0.494,8.5E-11,0.425,9.65E-11
5.42858,7.5,4.54287,0.491,8.5E-11,0.491,8.5E-11,0.42,9.7E-11
5.28572,7.5,4.54287,0.488,8.45E-11,0.488,8.45E-11,0.416,9.65E-11
5.14286,7.5,4.54287,0.485,8.5E-11,0.485,8.5E-11,0.412,9.7E-11
5,7.5,4.54287,0.481,8.5E-11,0.481,8.5E-11,0.409,9.7E-11
7,12.5,4.47144,0.503,8.2E-11,0.503,8.2E-11,0.222,9.6E-11
6.85718,12.5,4.47144,0.502,8.2E-11,0.502,8.2E-11,0.224,9.6E-11
6.71432,12.5,4.47144,0.498,8.15E-11,0.498,8.15E-11,0.226,9.6E-11
6.57146,12.5,4.47144,0.497,8.2E-11,0.497,8.2E-11,0.227,9.6E-11
6.4286,12.5,4.47144,0.493,8.2E-11,0.493,8.2E-11,0.229,9.6E-11
6.28574,12.5,4.47144,0.492,8.2E-11,0.492,8.2E-11,0.23,9.6E-11
6.14288,12.5,4.47144,0.49,8.2E-11,0.49,8.2E-11,0.236,9.6E-11
6.00002,12.5,4.47144,0.487,8.2E-11,0.487,8.2E-11,0.24,9.6E-11
5.85716,12.5,4.47144,0.484,8.2E-11,0.484,8.2E-11,0.244,9.6E-11
5.7143,12.5,4.47144,0.483,8.15E-11,0.483,8.15E-11,0.246,9.6E-11
5.57144,12.5,4.47144,0.543,8E-11,0.543,8E-11,0.158,9.6E-11
5.42858,12.5,4.47144,0.477,8.1E-11,0.477,8.1E-11,0.252,9.6E-11
5.28572,12.5,4.47144,0.539,7.9E-11,0.539,7.9E-11,0.163,9.6E-11
5.14286,12.5,4.47144,0.47,8E-11,0.47,8E-11,0.258,9.6E-11
5,12.5,4.47144,0.532,7.9E-11,0.532,7.9E-11,0.17,9.6E-11
7,12.14282,4.47144,0.505,8.3E-11,0.505,8.3E-11,0.235,9.6E-11
6.85718,12.14282,4.47144,0.504,8.25E-11,0.504,8.25E-11,0.238,9.6E-11
6.71432,12.14282,4.47144,0.502,8.25E-11,0.502,8.25E-11,0.239,9.6E-11
6.57146,12.14282,4.47144,0.499,8.2E-11,0.499,8.2E-11,0.238,9.6E-11
6.4286,12.14282,4.47144,0.498,8.2E-11,0.498,8.2E-11,0.24,9.6E-11
6.28574,12.14282,4.47144,0.493,8.2E-11,0.493,8.2E-11,0.245,9.6E-11
6.14288,12.14282,4.47144,0.491,8.2E-11,0.491,8.2E-11,0.248,9.6E-11
6.00002,12.14282,4.47144,0.49,8.2E-11,0.49,8.2E-11,0.255,9.6E-11
5.85716,12.14282,4.47144,0.551,8E-11,0.551,8E-11,0.166,9.6E-11
5.7143,12.14282,4.47144,0.484,8.15E-11,0.484,8.15E-11,0.259,9.6E-11
5.57144,12.14282,4.47144,0.548,8E-11,0.548,8E-11,0.169,9.6E-11
5.42858,12.14282,4.47144,0.479,8.1E-11,0.479,8.1E-11,0.267,9.6E-11
5.28572,12.14282,4.47144,0.542,7.95E-11,0.542,7.95E-11,0.178,9.6E-11
5.14286,12.14282,4.47144,0.471,8.1E-11,0.471,8.1E-11,0.274,9.6E-11
5,12.14282,4.47144,0.468,8.1E-11,0.468,8.1E-11,0.277,9.6E-11
7,11.78568,4.47144,0.508,8.2E-11,0.508,8.2E-11,0.244,9.65E-11
6.85718,11.78568,4.47144,0.505,8.3E-11,0.505,8.3E-11,0.245,9.65E-11
6.71432,11.78568,4.47144,0.503,8.3E-11,0.503,8.3E-11,0.25,9.6E-11
6.57146,11.78568,4.47144,0.501,8.3E-11,0.501,8.3E-11,0.254,9.6E-11
6.4286,11.78568,4.47144,0.499,8.2E-11,0.499,8.2E-11,0.257,9.6E-11
6.28574,11.78568,4.47144,0.496,8.2E-11,0.496,8.2E-11,0.261,9.6E-11
6.14288,11.78568,4.47144,0.495,8.2E-11,0.495,8.2E-11,0.265,9.6E-11
6.00002,11.78568,4.47144,0.491,8.2E-11,0.491,8.2E-11,0.267,9.6E-11
5.85716,11.78568,4.47144,0.488,8.2E-11,0.488,8.2E-11,0.27,9.6E-11
5.7143,11.78568,4.47144,0.485,8.1E-11,0.485,8.1E-11,0.273,9.6E-11
5.57144,11.78568,4.47144,0.484,8.1E-11,0.484,8.1E-11,0.276,9.6E-11
5.42858,11.78568,4.47144,0.548,8E-11,0.548,8E-11,0.188,9.6E-11
5.28572,11.78568,4.47144,0.475,8.2E-11,0.475,8.2E-11,0.283,9.6E-11
5.14286,11.78568,4.47144,0.542,8E-11,0.542,8E-11,0.196,9.6E-11
5,11.78568,4.47144,0.468,8.1E-11,0.468,8.1E-11,0.29,9.6E-11
7,11.42854,4.47144,0.51,8.25E-11,0.51,8.25E-11,0.259,9.65E-11
6.85718,11.42854,4.47144,0.508,8.3E-11,0.508,8.3E-11,0.261,9.65E-11
